id,brand,model,model_year,milage,fuel_type,engine,transmission,price
633,,M235 i,,12000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,42500
634,,CX-5 Touring,2015,122000,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,23000
635,Porsche,911 Carrera 4S Cabriolet,2006,2300,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,99750
636,Porsche,911 Carrera C2S,2004,20500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,46900
637,Volkswagen,Golf GTI 2.0T SE 4-Door,2018,72393,,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,32000
638,RAM,,2019,,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,43449
639,Chevrolet,Silverado 1500 W/T,2016,66770,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,15550
640,Ford,Fusion Hybrid SE,2017,96419,Hybrid,,A/T,18500
641,,,2018,6483,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,59950
642,BMW,340 i,2016,79950,,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,19995
643,Toyota,Tundra Limited,2020,61494,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,34084
644,Land,Rover Range Rover Velar R-Dynamic SE,2022,17836,Gasoline,2.0 Liter,Automatic,38298
645,Ford,,2016,,,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,10500
646,Land,,2015,76000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,13980
647,,XC90 3.2 Premier Plus,2013,110000,,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,15550
648,,F-150 Lariat,2013,81000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,22800
649,Cadillac,CTS 3.6L Premium,2019,23000,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,32000
650,Ford,F-150 XLT,2018,51300,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,36000
651,Chevrolet,Camaro 2SS,2022,12000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,64995
652,Rolls-Royce,,2022,115,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,239995
653,Chevrolet,Camaro 2SS,2017,26000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,45000
654,Dodge,Ram 2500 Laramie Quad Cab,2007,143000,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,8900
655,,GV70 3.5T Sport,2022,14750,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,18950
656,,Mustang Premium,2007,152270,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,7700
657,Audi,A7 3.0T Premium Plus,2016,70891,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,28750
658,Land,,2022,4900,,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,91000
659,,,2012,82900,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,16750
660,Toyota,Tundra SR5,2022,28121,Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,62890
661,Chevrolet,Camaro 2SS,2016,53900,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,14500
662,Lexus,RX 300 Base,2003,149000,,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,3999
663,Mazda,Mazda6 i Touring,2016,122000,,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,20000
664,Audi,A8 4.0,2021,11089,Hybrid,4.0 Liter Twin Turbo,Automatic,89900
665,Porsche,911 Carrera 4S,2015,64800,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,115999
666,Audi,A6 55 Prestige,2019,48000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,30000
667,,Rover Range Rover 3.0L V6 Supercharged HSE,2017,56536,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,26990
668,Honda,Civic EX,2004,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,6299
669,Honda,Pilot EX-L,2011,79635,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,20500
670,Porsche,911 Carrera S,2023,4786,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,74500
671,Lexus,GX 460 Premium,2022,16200,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,64250
672,BMW,M4 Base,2017,18000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,53000
673,Maserati,Quattroporte S Q4 GranLusso,2019,14750,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,53500
674,Chevrolet,Suburban Premier,2018,50000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,25900
675,Land,Rover Range Rover Supercharged LWB,2020,64800,,,A/T,28900
676,Ford,,,22000,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,73000
677,Audi,A4 2.0T Premium,2016,83500,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,18795
678,Ford,Focus ST Base,2014,104500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,28000
679,Audi,S5 3.0T Premium Plus,2015,80300,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,17000
680,BMW,528 i,,2000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,25000
681,Ford,Expedition EL Limited,2015,,,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,48950
682,RAM,2500 Big Horn,2019,83280,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,28324
683,Chevrolet,Camaro 2LT,2011,70000,,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,12500
684,Mercedes-Benz,,2014,53500,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,59000
685,Mercedes-Benz,E-Class E 400 4MATIC,2013,85000,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,5230
686,Pontiac,Firebird Base,,173456,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,11000
687,BMW,,2008,80000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,23500
688,,Rover Range Rover Sport HSE,2021,28000,,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,45000
689,,Expedition XLT,2021,88883,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,68495
690,Chevrolet,,,116210,,5.3L V8 16V GDI OHV,6-Speed Automatic,51890
691,Honda,,2008,101000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,11500
692,Ford,Mustang GT Premium,2016,40570,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,36950
693,Ford,F-250 Lariat,2019,89500,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,40900
694,Dodge,Challenger SRT Hellcat,2022,12700,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,41500
695,,528 i xDrive,2015,125575,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,26999
696,Audi,S4 3.0T Premium Plus,2015,123000,,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,13999
697,,Clubman Cooper S ALL4,2018,68000,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,31000
698,,Continental GT V8,2021,12600,,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,399900
699,Hyundai,911 Carrera S,2013,61600,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,71000
700,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,53401,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,23999
701,Dodge,Charger Scat Pack,2019,44741,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,47500
702,Tesla,Model Y Long Range,2022,4786,,425.0HP Electric Motor Electric Fuel System,A/T,86999
703,Mazda,,2021,2636,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,27875
704,BMW,M340 i xDrive,2022,30000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,27900
705,Land,Rover Defender S,2023,6204,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,63000
706,Ford,Focus RS Base,2013,10500,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,21000
707,GMC,Sierra 1500 SLE Crew Cab,2006,149460,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,8700
708,Alfa,Romeo Stelvio Ti Sport,2020,28644,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,59980
709,Porsche,,2013,65000,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,33999
710,Audi,A8 4.0T,2016,74000,,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,21500
711,BMW,640 Gran Coupe i xDrive,2020,35003,Gasoline,3.0 Liter Turbo,Automatic,38405
712,Porsche,911 Turbo S,2016,122961,Gasoline,3.8L H6 24V MPFI DOHC,6-Speed Manual,11995
713,GMC,Sierra 1500 Denali,2021,51351,,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,45900
714,Nissan,Leaf SV PLUS,2023,7089,,214.0HP Electric Motor Electric Fuel System,1-Speed A/T,9500
715,Ford,Mustang SVT Cobra,2007,4000,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,139000
716,Ford,,2022,24500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,105000
717,,1500 Longhorn,2020,41000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,53500
718,Mercedes-Benz,,2019,9949,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,254900
719,Toyota,,2022,23677,,3.5L V6 24V PDI DOHC,8-Speed Automatic,44596
720,Ford,Focus SE,2017,104733,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,13600
721,Lexus,GX 460 Base,2020,30301,Gasoline,4.6L V8 32V MPFI DOHC,7-Speed Automatic,57480
722,Toyota,Matrix XR,2003,173452,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,7999
723,Tesla,Model Y Long Range,2023,915,,425.0HP Electric Motor Electric Fuel System,A/T,59950
724,Acura,,2006,77750,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,23000
725,Audi,,2012,111773,Gasoline,,A/T,11000
726,Ford,,2017,75466,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,21000
727,Ford,F-250 LARIAT,2017,44261,Diesel,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,51598
728,MINI,,2014,91877,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,18900
729,Lexus,,2012,143500,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,11400
730,Mercedes-Benz,S-Class S 580 4MATIC,2023,1295,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,239995
731,Volvo,C70 T5,2008,103000,,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,13500
732,Ford,Expedition Max King Ranch,2019,5968,,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,93999
733,,CLK-Class CLK 350,2015,58800,,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,15400
734,Toyota,4Runner SR5,2014,124756,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,16995
735,Land,Rover Discovery HSE LUXURY,2017,115550,,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,23000
736,Hyundai,Genesis 3.8,2022,1300,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,48000
737,Chevrolet,Equinox LT,,131100,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,13500
738,Porsche,,,66000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,11500
739,Subaru,,2004,59500,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,16500
740,Chevrolet,Suburban 2500,2005,,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,9900
741,Audi,Q7 55 Prestige,2021,26293,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,46552
742,Mercedes-Benz,C-Class C300 4MATIC,2019,29136,Gasoline,3.0 Liter Turbo,Automatic,42998
743,Mercedes-Benz,C-Class C 300,2013,62600,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,23000
744,Dodge,Dakota SLT Quad Cab,2006,170000,,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,6500
745,Audi,RS 7 4.0T Prestige,2018,4126,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,166900
746,Chevrolet,Camaro 2SS,2018,79000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,29999
747,Toyota,Tacoma TRD Sport,2020,42246,Gasoline,3.5 Liter,Automatic CVT,41999
748,INFINITI,QX80 Luxe,2020,60000,,,A/T,29500
749,,Murano SL,2008,160000,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,10500
750,,C-Class C 300 4MATIC Sport,2017,62378,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,23900
751,Chevrolet,Suburban Z71,2023,2043,,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,51000
752,Honda,Civic LX,2003,111000,Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,M/T,11500
753,,Explorer Limited,2015,116226,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,8500
754,Mercedes-Benz,CLA-Class CLA 250,2016,42750,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,19600
755,Honda,Accord EX-L,2008,156856,Gasoline,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,7100
756,BMW,535 i xDrive,2016,69700,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,17000
757,,Civic LX,2012,41650,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,9000
758,,Firebird Trans Am,2001,150000,,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,2000
759,GMC,Sierra 2500 Denali,2017,86000,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,62000
760,,Grand Cherokee L Limited,2020,43671,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,26772
761,,GLC 300 Base 4MATIC,2023,8457,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic with Auto-Shift,116999
762,Lincoln,Navigator L Select,2016,115600,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,29900
763,,Tacoma TRD Sport,2016,42245,Gasoline,3.5 Liter,Automatic,46598
764,Toyota,Land Cruiser Base,2016,61000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,29000
765,Ford,F-150 XLT,2018,65441,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,25925
766,,Tacoma Double Cab,2007,123921,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,9975
767,Mercedes-Benz,AMG G 63 Base,2017,67000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,44850
768,Mercedes-Benz,GLC 300 GLC 300,2022,10431,,2.0 Liter Turbo,Automatic,20199
769,Ford,Transit Connect XLT,2016,112000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,19000
770,Ford,Expedition Limited,2021,39611,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,50204
771,Lexus,IS 350 Base,2012,125519,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,18000
772,INFINITI,QX60 Base,2016,91239,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,13500
773,Jeep,Wrangler Unlimited Rubicon,2016,,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,32950
774,Toyota,4Runner SR5 Premium,2014,142500,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,22500
775,Subaru,Outback 2.5i Limited,2015,157530,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic CVT,12433
776,BMW,435 i,2013,39000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,21000
777,Chevrolet,Avalanche 1500 LTZ,2008,138450,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,9000
778,Ford,,2019,81778,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,26125
779,Lincoln,MKZ Reserve I,2019,37100,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,26500
780,Nissan,350Z Enthusiast,2008,117200,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,10500
781,Audi,RS 7 4.0T Prestige,2015,58600,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,53900
782,Chevrolet,Corvette Stingray Z51,2018,68816,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,26485
783,Chevrolet,Corvette Base,2004,159890,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,15000
784,Ford,Explorer XLT,2017,169000,,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,18000
785,Tesla,Model X Long Range,2020,6700,,778.0HP Electric Motor Electric Fuel System,A/T,28500
786,Porsche,,,,Gasoline,3.0 Liter Turbo,Automatic,34999
787,Jeep,Wrangler Unlimited Sport,2013,94500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,26500
788,Chevrolet,Camaro 1SS,2021,11200,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,97555
789,Mazda,Mazda3 i Touring,2016,,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,19500
790,Ford,Transit Connect XL w/Rear Symmetrical Doors,,74000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,24999
791,,,2008,212000,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,10900
792,,1500 Laramie,2021,15882,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,49999
793,Hyundai,Santa Fe SEL,2021,4285,Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,39687
794,Jeep,Wrangler Unlimited Sport S,2018,8100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,28900
795,GMC,Sierra 1500 SLT,2020,23400,,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,44850
796,Chevrolet,Suburban LT,2018,20200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,27000
797,,,2022,7661,,Electric,M/T,68969
798,Dodge,Durango R/T,2016,148000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,15000
799,Jaguar,XF 25t Premium,2019,,Gasoline,,9-Speed A/T,39500
800,Porsche,Cayenne Diesel,2011,,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,8999
801,Ford,F-150 Lariat,2013,152000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,15500
802,Porsche,911 Carrera S,2018,36100,Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,38900
803,Maserati,Ghibli S Q4 GranSport,2020,4590,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,69900
804,Audi,,2018,90818,,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,26000
805,Ford,F-150 XLT,2018,85000,,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,27499
806,Lincoln,Town Car Signature,2010,135603,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,19995
807,Hummer,H2 Base,2005,124250,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,7000
808,Hyundai,Genesis Coupe 3.8 Base,2015,60000,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,17500
809,Dodge,Ram 3500 Quad Cab DRW,2005,143500,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,9950
810,Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,12000
811,Audi,S6 4.0T,2020,39102,Gasoline,4.0 Liter TFSI,Automatic,41598
812,Jeep,Wrangler Sport,2014,86250,,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,61000
813,Audi,A4 2.0T Premium,2016,160000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,22500
814,Ford,F-250 XLT,,,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,42000
815,Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,1067,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,66000
816,Cadillac,Escalade Premium,2014,123500,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,27000
817,Porsche,911 Carrera Cabriolet,2003,156350,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,20000
818,Audi,RS 7 4.0T,2020,4100,,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,70000
819,Land,,2019,70891,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,36800
820,Ford,Bronco Sport Big Bend,2021,37806,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,39366
821,Tesla,Model 3 Standard Range Plus,2019,,,Electric Motor Electric Fuel System,1-Speed A/T,32455
822,Volkswagen,Golf R 4-Door,2017,55000,,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,55000
823,,Sorento SXL,2020,38356,Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,45999
824,,Transit-350 Base,2018,230000,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,16500
825,Ford,F-150 XLT,2014,,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,20995
826,BMW,528 i xDrive,2015,86121,,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,22500
827,Mazda,CX-9 Carbon Edition,2022,20472,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,31999
828,Lexus,,2021,,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,29500
829,Mazda,CX-9 Signature,2019,106000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,25900
830,Chevrolet,Camaro 2LT,2008,152000,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,5900
831,Audi,,2019,23827,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,48000
832,Acura,TL 3.2,2005,220000,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,,11999
833,Ford,Transit Connect XLT,2015,119755,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,14945
834,,Wrangler Sport,2018,48156,Gasoline,3.6 Liter,Automatic,31698
835,Mazda,CX-30 Select,2022,4283,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,63000
836,Toyota,Highlander Limited,2009,159890,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,9995
837,Lexus,,2015,90000,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,15000
838,Hyundai,Santa Fe Sport 2.0L Turbo,2020,36738,,2.0 Liter,Automatic,29998
839,Chevrolet,Silverado 1500 LT Trail Boss,2016,130000,,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,16500
840,,Q8 3.0T Prestige,2018,81000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,29500
841,Audi,,2018,21800,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,97500
842,Buick,Enclave Essence,2019,71312,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,35700
843,Lincoln,MKZ Reserve,2016,96000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,9995
844,Tesla,Model X P90D,2023,5182,,518.0HP Electric Motor Electric Fuel System,Transmission w/Dual Shift Mode,52000
845,Audi,A7 Premium,2022,12209,Gasoline,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,29182
846,Tesla,Model 3 Long Range,2021,,Gasoline,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,33333
